,Time (EDT)EDT,LatitudeLat,LongitudeLon,CourseDir,kts,mph,feet,Rate,Reporting Facility
1067,Wed 02:34:19 PM02:34PM,45.332145.33,-77.8641-77.86,↙ 226°,388,447,3487534875.0,-1350.0,FlightAware ADS-B (KROC)
1068,Wed 02:34:49 PM02:34PM,45.294245.29,-77.9191-77.92,↙ 226°,385,443,3435034350.0,-1125.0,FlightAware ADS-B (CZBA)
1069,Wed 02:35:19 PM02:35PM,45.257745.26,-77.9727-77.97,↙ 226°,390,449,3375033750.0,-1350.0,FlightAware ADS-B (CYKZ)
1070,Wed 02:35:49 PM02:35PM,45.219145.22,-78.0292-78.03,↙ 226°,382,440,3300033000.0,-1475.0,FlightAware ADS-B (CNU8)
1071,Wed 02:36:19 PM02:36PM,45.183745.18,-78.0812-78.08,↙ 226°,371,427,3227532275.0,-1425.0,FlightAware ADS-B (CYHM)
1072,Wed 02:36:49 PM02:36PM,45.148645.15,-78.1326-78.13,↙ 226°,361,415,3157531575.0,-1118.0,FlightAware ADS-B (CNF4)
1073,Wed 02:37:14 PM02:37PM,45.119045.12,-78.1713-78.17,↙ 220°,356,410,3125031250.0,-1329.0,FlightAware ADS-B (YCM / CYSN)
1074,Wed 02:37:59 PM02:37PM,45.058845.06,-78.2350-78.23,↙ 216°,349,402,3002530025.0,-1700.0,FlightAware ADS-B (CYFD)
1075,Wed 02:38:29 PM02:38PM,45.019845.02,-78.2752-78.28,↙ 216°,347,399,2912529125.0,-1525.0,FlightAware ADS-B (CYYZ)
1076,Wed 02:38:59 PM02:38PM,44.983044.98,-78.3127-78.31,↙ 216°,337,388,2850028500.0,-1250.0,FlightAware ADS-B (CNJ4)
1077,Wed 02:39:29 PM02:39PM,44.944744.94,-78.3521-78.35,↙ 216°,328,377,2787527875.0,-1350.0,FlightAware ADS-B (CYYZ)
1078,Wed 02:39:59 PM02:39PM,44.908844.91,-78.3889-78.39,↙ 216°,320,368,2715027150.0,-1600.0,FlightAware ADS-B (CYYZ)
1079,Wed 02:40:29 PM02:40PM,44.872944.87,-78.4258-78.43,↙ 216°,318,366,2627526275.0,-1675.0,FlightAware ADS-B (CTM9)
1080,Wed 02:40:59 PM02:40PM,44.837444.84,-78.4620-78.46,↙ 216°,317,365,2547525475.0,-1625.0,FlightAware ADS-B (CNN3)
1081,Wed 02:41:29 PM02:41PM,44.801244.80,-78.4990-78.50,↙ 216°,315,362,2465024650.0,-1400.0,FlightAware ADS-B (CYYZ)
1082,Wed 02:41:59 PM02:41PM,44.766044.77,-78.5346-78.53,↙ 216°,306,352,2407524075.0,-1300.0,FlightAware ADS-B (KHOU)
1083,Wed 02:42:29 PM02:42PM,44.732744.73,-78.5685-78.57,↙ 216°,304,350,2335023350.0,-1400.0,FlightAware ADS-B (CYYZ)
1084,Wed 02:42:59 PM02:42PM,44.699844.70,-78.6020-78.60,↙ 216°,300,345,2267522675.0,-1275.0,FlightAware ADS-B (CBV5)
1085,Wed 02:43:29 PM02:43PM,44.665644.67,-78.6366-78.64,↙ 216°,291,335,2207522075.0,-1275.0,FlightAware ADS-B (CNC3)
1086,Wed 02:43:59 PM02:43PM,44.633244.63,-78.6696-78.67,↙ 216°,288,331,2140021400.0,-1425.0,FlightAware ADS-B (CYRP)
1087,Wed 02:44:29 PM02:44PM,44.599944.60,-78.7032-78.70,↙ 216°,286,329,2065020650.0,-1375.0,FlightAware ADS-B (KDKK)
1088,Wed 02:44:59 PM02:44PM,44.567944.57,-78.7355-78.74,↙ 216°,281,323,2002520025.0,-1200.0,FlightAware ADS-B (YCM / CYSN)
1089,Wed 02:45:29 PM02:45PM,44.537644.54,-78.7659-78.77,↙ 216°,275,316,1945019450.0,-1350.0,FlightAware ADS-B (CYOO)
1090,Wed 02:45:59 PM02:45PM,44.506244.51,-78.7976-78.80,↙ 216°,274,315,1867518675.0,-1725.0,FlightAware ADS-B (CYOO)
1091,Wed 02:46:29 PM02:46PM,44.475444.48,-78.8288-78.83,↙ 216°,285,328,1772517725.0,-1675.0,FlightAware ADS-B (CYHM)
1092,Wed 02:46:59 PM02:46PM,44.443844.44,-78.8605-78.86,↙ 215°,286,329,1700017000.0,-1275.0,FlightAware ADS-B (CNP3)
1093,Wed 02:47:29 PM02:47PM,44.411544.41,-78.8926-78.89,↙ 216°,279,321,1645016450.0,-1125.0,FlightAware ADS-B (CTR3)
1094,Wed 02:47:59 PM02:47PM,44.380344.38,-78.9239-78.92,↙ 216°,275,316,1587515875.0,-1300.0,FlightAware ADS-B (CYTR)
1095,Wed 02:48:29 PM02:48PM,44.349344.35,-78.9549-78.95,↙ 216°,277,319,1515015150.0,-1275.0,FlightAware ADS-B (CYZD)
1096,Wed 02:48:59 PM02:48PM,44.318144.32,-78.9861-78.99,↙ 215°,273,314,1460014600.0,-1125.0,FlightAware ADS-B (CYZD)
1097,Wed 02:49:29 PM02:49PM,44.287144.29,-79.0169-79.02,↙ 216°,266,306,1402514025.0,-1450.0,FlightAware ADS-B (KDKK)
1098,Wed 02:49:59 PM02:49PM,44.257944.26,-79.0460-79.05,↙ 217°,262,302,1315013150.0,-1979.0,FlightAware ADS-B (KDKK)
1099,Wed 02:50:16 PM02:50PM,44.241944.24,-79.0660-79.07,↙ 224°,262,302,1247512475.0,-2045.0,FlightAware ADS-B (CYTZ)
1100,Wed 02:50:54 PM02:50PM,44.211944.21,-79.1114-79.11,↙ 227°,261,300,1127511275.0,-1963.0,FlightAware ADS-B (CPL7)
1101,Wed 02:51:24 PM02:51PM,44.187544.19,-79.1483-79.15,↙ 227°,255,293,1025010250.0,-2000.0,FlightAware ADS-B (CYHM)
1102,Wed 02:51:54 PM02:51PM,44.164044.16,-79.1838-79.18,↙ 228°,252,290,92759275.0,-1775.0,FlightAware ADS-B (CYKF)
1103,Wed 02:52:24 PM02:52PM,44.139444.14,-79.2210-79.22,↙ 227°,251,289,84758475.0,-1300.0,FlightAware ADS-B (CYYZ)
1104,Wed 02:52:54 PM02:52PM,44.117744.12,-79.2537-79.25,↙ 227°,248,285,79757975.0,-825.0,FlightAware ADS-B (CYKF)
1105,Wed 02:53:24 PM02:53PM,44.093744.09,-79.2896-79.29,↙ 227°,245,282,76507650.0,-735.0,FlightAware ADS-B (CYYZ)
1106,Wed 02:53:43 PM02:53PM,44.078544.08,-79.3111-79.31,↙ 221°,247,284,73757375.0,-851.0,FlightAware ADS-B (CCT2)
1107,Wed 02:54:01 PM02:54PM,44.059444.06,-79.3221-79.32,↓ 190°,257,296,71257125.0,-846.0,FlightAware ADS-B (CYKZ)
1108,Wed 02:54:22 PM02:54PM,44.033244.03,-79.3214-79.32,↓ 177°,261,300,68256825.0,-941.0,FlightAware ADS-B (CCT2)
1109,Wed 02:54:52 PM02:54PM,43.997544.00,-79.3179-79.32,↓ 176°,260,299,63256325.0,-925.0,FlightAware ADS-B (CYKF)
1110,Wed 02:55:22 PM02:55PM,43.962043.96,-79.3147-79.31,↓ 176°,254,292,59005900.0,-775.0,FlightAware ADS-B (CNC3)
1111,Wed 02:55:52 PM02:55PM,43.927843.93,-79.3116-79.31,↓ 176°,242,278,55505550.0,-689.0,FlightAware ADS-B (CTM9)
1113,Wed 02:55:59 PM02:55PM,43.919343.92,-79.3109-79.31,↓ 176°,240,276,54755475.0,-675.0,Surface and Near-Surface
1115,Wed 02:56:12 PM02:56PM,43.905843.91,-79.3097-79.31,↓ 177°,236,272,53255325.0,-569.0,FlightAware ADS-B (CLA4)
1116,Wed 02:56:28 PM02:56PM,43.888443.89,-79.3087-79.31,↓ 181°,234,269,52005200.0,-469.0,FlightAware ADS-B (CYTZ)
1117,Wed 02:56:44 PM02:56PM,43.872043.87,-79.3153-79.32,↙ 207°,230,265,50755075.0,-281.0,FlightAware ADS-B (CYTZ)
1118,Wed 02:57:00 PM02:57PM,43.858843.86,-79.3297-79.33,↙ 223°,226,260,50505050.0,-94.0,FlightAware ADS-B (CYKZ)
1119,Wed 02:57:16 PM02:57PM,43.847643.85,-79.3457-79.35,↙ 226°,217,250,50255025.0,-281.0,FlightAware ADS-B (CYOO)
1120,Wed 02:57:32 PM02:57PM,43.836543.84,-79.3617-79.36,↙ 226°,209,241,49004900.0,-750.0,FlightAware ADS-B (CPT3)
1121,Wed 02:57:48 PM02:57PM,43.825843.83,-79.3773-79.38,↙ 227°,207,238,46254625.0,-1078.0,FlightAware ADS-B (CYPQ)
1122,Wed 02:58:04 PM02:58PM,43.815743.82,-79.3921-79.39,↙ 227°,207,238,43254325.0,-1172.0,FlightAware ADS-B (CYYZ)
1123,Wed 02:58:20 PM02:58PM,43.804443.80,-79.4087-79.41,↙ 227°,208,239,40004000.0,-1078.0,FlightAware ADS-B (KDKK)
1124,Wed 02:58:36 PM02:58PM,43.795143.80,-79.4223-79.42,↙ 226°,209,241,37503750.0,-1078.0,FlightAware ADS-B (CYYZ)
